gene_name	gene_id	genome_id	start	stop	strand
K03406	NZ_LDJI01000032.1_17	NZ_LDJI01000032.1	17406	19502	1
K04061	JABXJW010000032.1_17	JABXJW010000032.1	16230	16508	-1
K03413	NZ_JAKEVM010000015.1_24	NZ_JAKEVM010000015.1	24118	24489	1
K03412	NZ_KI260539.1_121	NZ_KI260539.1	121549	122145	1
K03406	JACKLN010000006.1_38	JACKLN010000006.1	41698	43818	1
K04061	NZ_AP018724.1_1766	NZ_AP018724.1	1768336	1768632	1
K03413	NZ_WKKF01000001.1_1368	NZ_WKKF01000001.1	1381703	1382065	1
K03412	JAJRWM010000172.1_18	JAJRWM010000172.1	12954	13991	-1
K03406	NZ_WNKT01000029.1_13	NZ_WNKT01000029.1	12433	13536	1
K04061	CAMBXY010000057.1_5	CAMBXY010000057.1	1800	2120	-1
K03413	CP028514.1_1569	CP028514.1	1571407	1571769	-1
K03412	CAJOQS010000016.1_4	CAJOQS010000016.1	2734	3927	1
K03406	JAEWMV010000093.1_3	JAEWMV010000093.1	1658	3865	1
K04061	NZ_JAJATW010000011.1_63	NZ_JAJATW010000011.1	66082	66333	-1
K03413	NZ_AHCA01000003.1_359	NZ_AHCA01000003.1	364550	364921	-1
K03412	NZ_LGHP01000004.1_377	NZ_LGHP01000004.1	373209	374564	-1
K03406	NZ_JAENGP010000010.1_127	NZ_JAENGP010000010.1	132517	133953	1
K04061	JAKSBX010000050.1_23	JAKSBX010000050.1	21022	21312	-1
K03413	NZ_JAAIWK010000007.1_69	NZ_JAAIWK010000007.1	69035	69397	1
K03412	NZ_JAIMJA010000011.1_74	NZ_JAIMJA010000011.1	68992	70137	-1
K03406	QKCO01000168.1_24	QKCO01000168.1	20983	22848	-1
K04061	JAHHRO010000029.1_16	JAHHRO010000029.1	16900	17223	1
K03413	CAINHP010000149.1_13	CAINHP010000149.1	11665	12027	-1
K03412	MHZN01000297.1_7	MHZN01000297.1	6517	7626	1
K03406	NZ_LMUF01000048.1_53	NZ_LMUF01000048.1	58490	60856	-1
K04061	RFUY01000286.1_3	RFUY01000286.1	769	1050	-1
K03413	PWZL01000001.1_5	PWZL01000001.1	5050	5442	1
K03412	JACDOH010000006.1_97	JACDOH010000006.1	102186	103259	1
K03406	NZ_CP076718.1_722	NZ_CP076718.1	875428	877335	1
K04061	JAIBFE010000037.1_7	JAIBFE010000037.1	4220	4513	1
K03413	LGFQ01000003.1_14	LGFQ01000003.1	11275	11619	-1
K03412	JAFSLV010000007.1_102	JAFSLV010000007.1	111743	112825	1
K03406	NZ_CP049919.1_1854	NZ_CP049919.1	2057502	2058872	1
K04061	NZ_QUBQ01000001.1_1085	NZ_QUBQ01000001.1	1222125	1222436	1
K03413	NZ_QFVS01000040.1_11	NZ_QFVS01000040.1	10234	10596	-1
K03412	CAKRJK010000013.1_11	CAKRJK010000013.1	8772	9830	1
K03406	JAKJEU010000005.1_18	JAKJEU010000005.1	17308	19392	-1
K04061	NZ_AP018560.1_710	NZ_AP018560.1	800390	800653	-1
K03413	CAJFRA010000011.1_31	CAJFRA010000011.1	40649	41014	-1
K03412	NZ_AQWN01000009.1_162	NZ_AQWN01000009.1	144918	146120	-1
K03406	JABURN010000157.1_10	JABURN010000157.1	9081	10256	1
K04061	JACKIH010000003.1_1606	JACKIH010000003.1	1789047	1789397	1
K03413	CAJTEM010000002.1_68	CAJTEM010000002.1	73046	73426	-1
K03412	NZ_CP035492.1_770	NZ_CP035492.1	840903	842234	1
K03406	JACRAQ010000130.1_26	JACRAQ010000130.1	29882	31522	-1
K04061	NZ_LXUF01000016.1_107	NZ_LXUF01000016.1	106225	106584	1
K03413	NZ_CP011020.1_3281	NZ_CP011020.1	3732933	3733304	-1
K03412	NZ_RHHQ01000004.1_281	NZ_RHHQ01000004.1	298606	299814	-1
K03406	JAFTAB010000154.1_5	JAFTAB010000154.1	6495	8471	1
K04061	CAMDKK010000002.1_61	CAMDKK010000002.1	64281	64556	1
K03413	NZ_AP025344.1_1954	NZ_AP025344.1	2300975	2301337	1
K03412	NZ_JAAAMV010000001.1_209	NZ_JAAAMV010000001.1	250106	251398	-1
K03406	JAHHSM010000051.1_5	JAHHSM010000051.1	4465	6258	1
K04061	NZ_CADIKM010000002.1_50	NZ_CADIKM010000002.1	60155	60547	1
K03413	NZ_CCAE010000002.1_5	NZ_CCAE010000002.1	3290	3676	1
K03412	NZ_QUZU01000054.1_18	NZ_QUZU01000054.1	16592	17728	1
K03406	JAEZKL010000130.1_45	JAEZKL010000130.1	57243	59234	-1
K04061	JAFEDJ010000067.1_41	JAFEDJ010000067.1	47103	47423	-1
K03413	NZ_CP084626.1_113	NZ_CP084626.1	123565	123945	1
K03412	JAAYTK010000015.1_69	JAAYTK010000015.1	70827	71909	1
K03406	CACYCX010000237.1_5	CACYCX010000237.1	7979	10057	-1
K04061	NZ_NESM01000002.1_346	NZ_NESM01000002.1	388434	388715	1
K03413	NZ_PDHM01000018.1_174	NZ_PDHM01000018.1	181069	181434	-1
K03412	NZ_WTKU01000011.1_25	NZ_WTKU01000011.1	20704	21894	-1
K03406	NZ_CP036259.1_3298	NZ_CP036259.1	3531798	3532415	-1
K04061	JABHIC010000299.1_4	JABHIC010000299.1	2562	2825	-1
K03413	NZ_CP020880.1_1950	NZ_CP020880.1	1936149	1936511	1
K03412	NZ_JAFBBE010000019.1_45	NZ_JAFBBE010000019.1	44961	46100	1
K03406	NZ_AP018738.1_619	NZ_AP018738.1	643493	645115	1
K04061	QYZZ01000033.1_69	QYZZ01000033.1	80313	80606	-1
K03413	NZ_WFGV02000001.1_251	NZ_WFGV02000001.1	251102	251473	-1
K03412	JAIMAD010000196.1_5	JAIMAD010000196.1	3686	4729	1
K03406	NZ_JAHREP010000007.1_114	NZ_JAHREP010000007.1	125424	127031	-1
K04061	JAGLHT010000003.1_38	JAGLHT010000003.1	38038	38310	1
K03413	NZ_JAAZQJ010000003.1_395	NZ_JAAZQJ010000003.1	463209	463604	1
K03412	NZ_JAJSPR010000066.1_9	NZ_JAJSPR010000066.1	8718	9830	1
K03406	NZ_QIRF01000022.1_15	NZ_QIRF01000022.1	14101	15411	1
K04061	JAABSA010000055.1_2	JAABSA010000055.1	969	1253	-1
K03413	NZ_UWOE01000001.1_2738	NZ_UWOE01000001.1	3039874	3040233	-1
K03412	NZ_LT629796.1_3805	NZ_LT629796.1	4239383	4240534	1
K03406	NZ_FUFN01000010.1_1064	NZ_FUFN01000010.1	1240123	1241817	1
K04061	NZ_VLTJ01000020.1_6	NZ_VLTJ01000020.1	4812	5039	1
K03413	NZ_JAAMRE010000001.1_126	NZ_JAAMRE010000001.1	154837	155211	-1
K03412	NZ_RBJB01000002.1_910	NZ_RBJB01000002.1	951771	952916	-1
K03406	NC_008570.1_2616	NC_008570.1	2944031	2946004	-1
K04061	DGNZ01000101.1_9	DGNZ01000101.1	7432	7836	1
K03413	NZ_JAMHFY010000005.1_201	NZ_JAMHFY010000005.1	197182	197544	-1
K03412	NZ_JYKY01000006.1_94	NZ_JYKY01000006.1	74171	75316	-1
K03406	NZ_PGEN01000001.1_1131	NZ_PGEN01000001.1	1172161	1174005	1
K04061	JAAYRW010000134.1_3	JAAYRW010000134.1	1036	1329	-1
K03413	NZ_JAESDI010000001.1_214	NZ_JAESDI010000001.1	258442	258813	-1
K03412	NZ_MRST01000027.1_651	NZ_MRST01000027.1	734721	735878	-1
K03406	NZ_JFHD01000003.1_242	NZ_JFHD01000003.1	256910	259156	-1
K04061	CAJXOJ010000005.1_21	CAJXOJ010000005.1	25300	25587	1
K03413	NZ_CP011039.1_927	NZ_CP011039.1	1007771	1008142	1
K03412	NZ_JAFKEC010000011.1_46	NZ_JAFKEC010000011.1	40836	41957	-1
K03406	NZ_FUWG01000003.1_74	NZ_FUWG01000003.1	91963	93663	-1
K04061	NZ_SSOB01000009.1_123	NZ_SSOB01000009.1	139965	140303	-1
K03413	NZ_AP023032.1_2631	NZ_AP023032.1	2995889	2996260	-1
K03412	NZ_BDAE01000011.1_78	NZ_BDAE01000011.1	89825	90928	-1
K03406	DUYW01000041.1_9	DUYW01000041.1	8026	9147	1
K04061	NZ_JAEQBB010000001.1_501	NZ_JAEQBB010000001.1	498850	499140	-1
K03413	NZ_MBPN01000044.1_32	NZ_MBPN01000044.1	30345	30719	1
K03412	NZ_CP007511.1_2439	NZ_CP007511.1	2689437	2690540	-1
K03406	NZ_CP005986.1_1903	NZ_CP005986.1	1923498	1924064	-1
K04061	JANTFJ010000171.1_7	JANTFJ010000171.1	4899	5183	-1
K03413	NZ_CP035282.1_1681	NZ_CP035282.1	1766556	1766918	1
K03412	LLKB01000001.1_1170	LLKB01000001.1	1317228	1318343	-1
K03406	NZ_CP007770.1_1260	NZ_CP007770.1	1243703	1245676	-1
K04061	JAJZTA010000014.1_73	JAJZTA010000014.1	68361	68705	-1
K03413	NZ_LTAX01000020.1_24	NZ_LTAX01000020.1	21208	21588	-1
K03412	NZ_CP098323.1_1802	NZ_CP098323.1	1795744	1796841	1
K03406	NZ_LMPV01000007.1_142	NZ_LMPV01000007.1	131000	132283	-1
K04061	NZ_SPUM01000123.1_8	NZ_SPUM01000123.1	5696	6055	-1
K03413	LADV01000255.1_35	LADV01000255.1	32658	33020	-1
K03412	NZ_CP011789.1_4007	NZ_CP011789.1	4498749	4499879	-1
K03406	NZ_CP014229.1_2174	NZ_CP014229.1	2569560	2571323	-1
K04061	JAJYPZ010000226.1_4	JAJYPZ010000226.1	2550	2843	-1
K03413	QLUC01000001.1_14	QLUC01000001.1	10370	10732	1
K03412	NZ_JABWRP020000017.1_74	NZ_JABWRP020000017.1	77666	78796	1
K03406	LSIG01000119.1_29	LSIG01000119.1	29462	31189	-1
K04061	MGWS01000031.1_8	MGWS01000031.1	8587	8892	1
K03413	LFSR01000032.1_145	LFSR01000032.1	146653	147015	1
K03412	NZ_KN322985.1_226	NZ_KN322985.1	248378	249514	-1
K03406	NZ_CADFDB010000008.1_246	NZ_CADFDB010000008.1	265853	268900	1
K04061	JACRNI010000057.1_8	JACRNI010000057.1	5711	6019	1
K03413	JAFABI010000067.1_21	JAFABI010000067.1	35860	36231	1
K03412	PIZR01000005.1_284	PIZR01000005.1	285409	286506	1
K03406	NZ_CAJPVH010000006.1_57	NZ_CAJPVH010000006.1	56925	58787	-1
K04061	JAJZRF010000001.1_36	JAJZRF010000001.1	39231	39509	1
K03413	NZ_JONJ01000003.1_47	NZ_JONJ01000003.1	50815	51183	1
K03412	NC_012778.1_773	NC_012778.1	848063	849253	1
K03406	NZ_CP076061.1_1063	NZ_CP076061.1	1115119	1116678	1
K04061	NZ_WIDQ01000002.1_322	NZ_WIDQ01000002.1	378311	378643	-1
K03413	DDKM01000107.1_28	DDKM01000107.1	19050	19412	1
K03412	NZ_MSTQ01000021.1_12	NZ_MSTQ01000021.1	9341	10471	-1
K03406	NZ_KI912532.1_3004	NZ_KI912532.1	3151763	3154246	1
K04061	JAIOYC010000005.1_25	JAIOYC010000005.1	21173	21523	-1
K03413	NZ_BCNV01000001.1_1085	NZ_BCNV01000001.1	1170792	1171157	1
K03412	NZ_JH600291.1_28	NZ_JH600291.1	22297	23394	1
K03406	JNIN01000001.1_1532	JNIN01000001.1	1730158	1731669	-1
K04061	JAEUKP010000022.1_136	JAEUKP010000022.1	136882	137295	-1
K03413	NZ_PTIV01000010.1_74	NZ_PTIV01000010.1	82775	83146	-1
K03412	NZ_LMVC01000001.1_527	NZ_LMVC01000001.1	498691	499743	1
K03406	NZ_PDWW01000008.1_67	NZ_PDWW01000008.1	79662	81749	1
K04061	JADHSZ010000006.1_51	JADHSZ010000006.1	56981	57292	-1
K03413	CAAEDK010000159.1_16	CAAEDK010000159.1	12413	12778	-1
K03412	FR900109.1_42	FR900109.1	46455	47597	1
K03406	NZ_JQND01000001.1_1063	NZ_JQND01000001.1	1208798	1210108	-1
K04061	RXJP01000016.1_37	RXJP01000016.1	42026	42343	1
K03413	QXXF01000013.1_87	QXXF01000013.1	95642	96001	1
K03412	NZ_JADLJL010000010.1_110	NZ_JADLJL010000010.1	122034	123164	-1
K03406	NCGX01000025.1_24	NCGX01000025.1	20412	22079	1
K04061	QOAO01000011.1_64	QOAO01000011.1	61068	61340	1
K03413	JAMPCA010000001.1_770	JAMPCA010000001.1	853969	854328	1
K03412	JAAYPT010000080.1_29	JAAYPT010000080.1	31138	32214	-1
K03406	NZ_BCUT01000005.1_383	NZ_BCUT01000005.1	427092	428642	1
K04061	CALYAY010000004.1_57	CALYAY010000004.1	59452	59775	1
K03413	JAHILF010000116.1_16	JAHILF010000116.1	15443	15823	1
K03412	CAJTEY010000004.1_86	CAJTEY010000004.1	88929	90074	-1
K03406	JAGNOM010000134.1_6	JAGNOM010000134.1	4197	6563	-1
K04061	JACQIJ010000084.1_15	JACQIJ010000084.1	11202	11624	-1
K03413	NZ_JACSKC010000001.1_503	NZ_JACSKC010000001.1	499394	499759	1
K03412	QLUC01000074.1_5	QLUC01000074.1	3051	4076	-1
K03406	NZ_CP034689.1_2482	NZ_CP034689.1	2716604	2718148	1
K04061	JACPEH010000017.1_26	JACPEH010000017.1	34560	34871	1
K03413	NZ_UWOD01000002.1_239	NZ_UWOD01000002.1	241679	242044	-1
K03412	NZ_CP046103.1_3264	NZ_CP046103.1	3554251	3555363	-1
K03406	NZ_LDJG01000021.1_26	NZ_LDJG01000021.1	26572	28968	1
K04061	SCQD01000078.1_10	SCQD01000078.1	9367	9669	1
K03413	NZ_JENB01000005.1_99	NZ_JENB01000005.1	107236	107610	1
K03412	CAIKPM010000062.1_34	CAIKPM010000062.1	31236	32321	-1
K03406	NZ_JABBXB010000002.1_626	NZ_JABBXB010000002.1	705987	708242	1
K04061	NZ_SUPK01000002.1_141	NZ_SUPK01000002.1	147757	148080	-1
K03413	NZ_VMYE01000002.1_185	NZ_VMYE01000002.1	222461	222856	1
K03412	CAKRSV010000005.1_128	CAKRSV010000005.1	145138	146208	-1
K03406	NZ_VEEP01000002.1_218	NZ_VEEP01000002.1	227058	228539	1
K04061	DIZU01000044.1_6	DIZU01000044.1	5285	5590	-1
K03413	JAFDEW010000071.1_3	JAFDEW010000071.1	2595	2972	1
K03412	NZ_SCFY01000014.1_142	NZ_SCFY01000014.1	126536	127672	-1
K03406	NCGY01000013.1_32	NCGY01000013.1	27102	28682	-1
K04061	JAJZHH010000073.1_8	JAJZHH010000073.1	5514	5831	1
K03413	NZ_QFFU01000010.1_159	NZ_QFFU01000010.1	168061	168435	-1
K03412	NZ_JACOPW010000001.1_1133	NZ_JACOPW010000001.1	1202778	1203917	-1
K03406	NZ_CAJQZC010000003.1_385	NZ_CAJQZC010000003.1	422998	425091	-1
K03413	NZ_AUKC01000013.1_25	NZ_AUKC01000013.1	30726	31088	1
K03412	MGPQ01000004.1_60	MGPQ01000004.1	61020	62087	1
K03406	CAJTCH010000003.1_158	CAJTCH010000003.1	151044	152888	1
K03413	NZ_LMMT01000014.1_120	NZ_LMMT01000014.1	114794	115177	-1
K03412	NZ_KE159721.1_170	NZ_KE159721.1	165306	166430	-1
K03406	NZ_CP089507.1_2128	NZ_CP089507.1	2412589	2414940	-1
K03413	NZ_LMDM01000013.1_17	NZ_LMDM01000013.1	19788	20180	-1
K03412	NZ_VSDO01000001.1_241	NZ_VSDO01000001.1	265328	266695	-1
K03406	NZ_CP007201.1_217	NZ_CP007201.1	209435	210883	-1
K03413	CAJTCH010000003.1_141	CAJTCH010000003.1	135898	136257	-1
K03412	SLED01000162.1_11	SLED01000162.1	9403	10473	1
K03406	NZ_QTQP01000026.1_43	NZ_QTQP01000026.1	48979	52026	-1
K03413	NZ_CP045701.2_1561	NZ_CP045701.2	1804941	1805312	1
K03412	CAKREB010000002.1_167	CAKREB010000002.1	182216	183346	1
K03406	NZ_JPLE01000029.1_2	NZ_JPLE01000029.1	830	3520	1
K03413	DCYG01000009.1_130	DCYG01000009.1	133682	134044	-1
K03412	OMYB01000006.1_113	OMYB01000006.1	113435	114625	1
K03406	JACKLZ010000001.1_896	JACKLZ010000001.1	1009470	1010615	-1
K03413	JABSQR010000005.1_138	JABSQR010000005.1	147317	147700	1
K03412	CADAOY010000004.1_254	CADAOY010000004.1	306532	307107	1
K03406	JAMPFN010000012.1_9	JAMPFN010000012.1	9076	11253	-1
K03413	NZ_QPJU01000003.1_151	NZ_QPJU01000003.1	160781	161179	1
K03412	NZ_CP029797.1_1687	NZ_CP029797.1	1728986	1730056	1
K03406	NZ_VTPZ01000010.1_128	NZ_VTPZ01000010.1	140444	142129	1
K03413	NZ_CP015027.1_2851	NZ_CP015027.1	2952586	2952948	1
K03412	NZ_FYDE01000004.1_420	NZ_FYDE01000004.1	441029	442066	-1
K03406	JAGBKP010000155.1_9	JAGBKP010000155.1	7769	9835	-1
K03413	NZ_AMRL01000013.1_23	NZ_AMRL01000013.1	17732	18118	1
K03412	LKNB01000041.1_6	LKNB01000041.1	4297	5361	-1
K03406	JADJEF010000003.1_41	JADJEF010000003.1	34141	35988	-1
K03413	DOID01000072.1_6	DOID01000072.1	3475	3837	1
K03412	DJNY01000122.1_13	DJNY01000122.1	11879	12934	-1
K03406	CCFE01000023.1_125	CCFE01000023.1	116215	118230	-1
K03413	JALEJQ010000103.1_15	JALEJQ010000103.1	12333	12695	-1
K03412	CAKRRD010000006.1_56	CAKRRD010000006.1	60803	61885	1
K03406	NZ_MDEC01000012.1_19	NZ_MDEC01000012.1	34748	37420	1
K03413	CAIZNI010000005.1_5	CAIZNI010000005.1	4442	4837	-1
K03412	JAFAKB010000031.1_2	JAFAKB010000031.1	835	1965	-1
K03406	JAJXUF010000126.1_5	JAJXUF010000126.1	2886	4511	1
K03413	NZ_OCNJ01000011.1_101	NZ_OCNJ01000011.1	108107	108496	-1
K03412	DWZQ01000028.1_61	DWZQ01000028.1	61485	62537	-1
K03406	NZ_QBUW01000004.1_85	NZ_QBUW01000004.1	79716	81020	1
K03413	NZ_LDNB01000002.1_814	NZ_LDNB01000002.1	813845	814207	1
K03412	NZ_CDBL01000077.1_40	NZ_CDBL01000077.1	36979	38094	1
K03406	JAHVAB010000070.1_6	JAHVAB010000070.1	5022	7073	1
K03413	NZ_LAPT01000114.1_13	NZ_LAPT01000114.1	11177	11557	1
K03412	NZ_JACARC010000042.1_18	NZ_JACARC010000042.1	17020	18156	1
K03406	NZ_SSTC01000054.1_17	NZ_SSTC01000054.1	19914	22040	1
K03413	NZ_AUDY01000008.1_777	NZ_AUDY01000008.1	709225	709587	1
K03412	JAEEQL010000028.1_2	JAEEQL010000028.1	536	1615	-1
K03406	NZ_CP024199.1_1504	NZ_CP024199.1	1712579	1714294	-1
K03413	NZ_VTPZ01000001.1_449	NZ_VTPZ01000001.1	505906	506283	-1
K03412	JACKOB010000008.1_131	JACKOB010000008.1	143860	145038	1
K03406	NZ_CCXR01000001.1_678	NZ_CCXR01000001.1	721081	723270	1
K03413	NZ_HG529390.1_8	NZ_HG529390.1	6443	6796	1
K03412	CAJUDZ010000005.1_40	CAJUDZ010000005.1	43970	45049	-1
K03406	CAIXXI010000203.1_4	CAIXXI010000203.1	1528	2886	-1
K03413	NZ_AJXW01000102.1_3	NZ_AJXW01000102.1	1115	1510	-1
K03412	NZ_CP012600.1_1073	NZ_CP012600.1	1079854	1080888	1
K03406	NZ_FTMD01000005.1_22	NZ_FTMD01000005.1	21426	23636	1
K03413	NZ_JAFBEC010000004.1_133	NZ_JAFBEC010000004.1	132167	132529	1
K03412	JAMPFR010000069.1_12	JAMPFR010000069.1	9019	10101	-1
K03406	NC_009922.1_2620	NC_009922.1	2724472	2726475	-1
K03413	CP046178.1_221	CP046178.1	223123	223482	-1
K03412	NZ_CP014616.1_3132	NZ_CP014616.1	3235745	3236914	-1
K03406	NZ_VTEH01000005.1_149	NZ_VTEH01000005.1	151235	152716	-1
K03413	NZ_PVXL01000046.1_144	NZ_PVXL01000046.1	139183	139545	-1
K03412	NZ_SLVP01000002.1_162	NZ_SLVP01000002.1	170034	171353	-1
K03406	CAKSIT010000023.1_20	CAKSIT010000023.1	25202	27133	1
K03413	NZ_JACVZE010000004.1_259	NZ_JACVZE010000004.1	286931	287305	-1
K03412	NZ_JAFFZO010000002.1_80	NZ_JAFFZO010000002.1	85811	86941	1
K03406	NZ_LMHA01000003.1_335	NZ_LMHA01000003.1	372540	375236	-1
K03413	JABSON010000051.1_4	JABSON010000051.1	2289	2660	1
K03412	NZ_FOXC01000002.1_102	NZ_FOXC01000002.1	99127	100212	-1
K03406	NZ_SACQ01000007.1_78	NZ_SACQ01000007.1	82947	84560	-1
K03413	NZ_CP011994.1_2301	NZ_CP011994.1	2455353	2455733	1
K03412	NZ_HG322950.1_1666	NZ_HG322950.1	1737364	1738470	1
K03406	SCOE01000008.1_157	SCOE01000008.1	161111	163525	-1
K03413	NZ_JAKKCM010000003.1_67	NZ_JAKKCM010000003.1	72464	72844	-1
K03412	JACJWX010000003.1_125	JACJWX010000003.1	120130	121236	-1
K03406	NZ_LXKA01000346.1_24	NZ_LXKA01000346.1	23053	25791	1
K03413	NZ_FJVE01000007.1_2125	NZ_FJVE01000007.1	2475171	2475533	-1
K03412	CAJOES010000042.1_4	CAJOES010000042.1	4905	5981	1
K03406	NZ_BAUT01000026.1_23	NZ_BAUT01000026.1	19967	21724	-1
K03413	NZ_JAKZKT010000002.1_40	NZ_JAKZKT010000002.1	35175	35537	1
K03412	NZ_VTOY01000003.1_190	NZ_VTOY01000003.1	196564	197811	1
K03406	NZ_CP043869.1_3180	NZ_CP043869.1	3401105	3402718	1
K03413	NZ_PDWK01000052.1_14	NZ_PDWK01000052.1	11638	12018	1
K03412	NZ_FOYF01000001.1_387	NZ_FOYF01000001.1	375406	376503	-1
K03406	PMIF01000004.1_8	PMIF01000004.1	5950	7161	1
K03413	NZ_BMFV01000014.1_73	NZ_BMFV01000014.1	80689	81051	-1
K03412	CACWLF010000003.1_10	CACWLF010000003.1	11325	12719	1
K03406	ONOC01000023.1_13	ONOC01000023.1	16916	19363	1
K03413	NZ_MTSD02000001.1_687	NZ_MTSD02000001.1	725293	725670	-1
K03412	NZ_SADV01000002.1_198	NZ_SADV01000002.1	201569	202723	-1
K03406	NZ_ARQI01000104.1_32	NZ_ARQI01000104.1	29386	32280	1
K03413	NZ_BLVZ01000006.1_110	NZ_BLVZ01000006.1	122655	123029	1
K03412	JACUUF010000056.1_6	JACUUF010000056.1	3849	4910	-1
K03406	NKIK01000002.1_129	NKIK01000002.1	141455	143473	1
K03413	CP060239.1_1114	CP060239.1	1110412	1110804	-1
K03412	LN483076.1_41	LN483076.1	35797	36891	1
K03406	NZ_NESL01000002.1_41	NZ_NESL01000002.1	37797	40175	1
K03413	NZ_CP066149.1_2426	NZ_CP066149.1	2772128	2772508	1
K03412	SVFE01000019.1_26	SVFE01000019.1	22103	23173	-1
K03406	VIKE01000035.1_4	VIKE01000035.1	3271	4197	1
K03413	JAJVHZ010000016.1_3	JAJVHZ010000016.1	1214	1606	-1
K03412	LGFL01000001.1_21	LGFL01000001.1	17210	18280	1
K03406	NZ_SWAR01000018.1_40	NZ_SWAR01000018.1	45636	47561	-1
K03413	NZ_CP061868.1_3358	NZ_CP061868.1	3261335	3261697	-1
K03412	NZ_WOFE01000014.1_18	NZ_WOFE01000014.1	19085	20167	1
K03406	NZ_JAIVAT010000007.1_260	NZ_JAIVAT010000007.1	271787	273268	-1
K03413	ONCF01000022.1_22	ONCF01000022.1	19959	20321	-1
K03412	JAGBLN010000010.1_23	JAGBLN010000010.1	20481	21551	1
K03406	NZ_NPKN01000001.1_698	NZ_NPKN01000001.1	839339	840643	-1
K03413	NZ_JACOMF010000049.1_10	NZ_JACOMF010000049.1	9441	9827	1
K03412	NZ_AUCP01000001.1_62	NZ_AUCP01000001.1	69277	70779	-1
K03406	NZ_FNES01000004.1_154	NZ_FNES01000004.1	170212	172035	-1
K03413	NC_009922.1_1547	NC_009922.1	1600540	1600902	1
K03412	NZ_JAKZAH010000005.1_66	NZ_JAKZAH010000005.1	72141	73301	-1
K03406	NZ_FOUG01000001.1_134	NZ_FOUG01000001.1	134878	137469	-1
K03413	NZ_JAJMLZ010000010.1_76	NZ_JAJMLZ010000010.1	86796	87176	-1
K03412	JAFZQU010000010.1_85	JAFZQU010000010.1	101164	102297	1
K03406	FOXT01000004.1_41	FOXT01000004.1	41587	43620	1
K03413	NZ_PGLR01000043.1_19	NZ_PGLR01000043.1	16297	16671	1
K03412	NZ_JAFEUP010000001.1_455	NZ_JAFEUP010000001.1	479035	480153	-1
K03406	JAEWRF010000207.1_8	JAEWRF010000207.1	7482	8960	-1
K03413	CAJTZE010000010.1_29	CAJTZE010000010.1	29262	29621	-1
K03412	NZ_JAAMQJ010000008.1_46	NZ_JAAMQJ010000008.1	47181	48320	1
K03406	VBDL01000113.1_5	VBDL01000113.1	4275	5519	1
K03413	CAJUFI010000017.1_32	CAJUFI010000017.1	38724	39086	1
K03412	JAAGZL010000538.1_23	JAAGZL010000538.1	19790	20875	1
K03406	JAFGUB010000036.1_19	JAFGUB010000036.1	18939	20033	1
K03413	NZ_SMAH01000012.1_66	NZ_SMAH01000012.1	69125	69511	-1
K03412	NZ_AUHI01000004.1_309	NZ_AUHI01000004.1	304393	305472	1
K03406	DDQN01000002.1_4	DDQN01000002.1	2684	4657	-1
K03413	JAEWSC010000026.1_38	JAEWSC010000026.1	31779	32144	1
K03412	NZ_ATZJ01000017.1_23	NZ_ATZJ01000017.1	24951	26033	1
K03406	CAMDFT010000131.1_3	CAMDFT010000131.1	1318	3489	-1
K03413	NZ_LNRF01000012.1_30	NZ_LNRF01000012.1	29311	29691	1
K03412	NZ_MSDU01000014.1_56	NZ_MSDU01000014.1	60097	61188	-1
K03406	CAIYYW010000234.1_9	CAIYYW010000234.1	12755	15403	-1
K03413	CAJUHN010000014.1_21	CAJUHN010000014.1	18157	18519	1
K03412	JAEZCJ010000141.1_41	JAEZCJ010000141.1	39223	40455	1
K03406	NZ_CVLB01000001.1_628	NZ_CVLB01000001.1	692579	695473	1
K03413	NZ_LN881724.1_1522	NZ_LN881724.1	1709717	1710079	1
K03412	NZ_VLXZ01000006.1_148	NZ_VLXZ01000006.1	146551	147597	1
K03406	NZ_JACSMA010000001.1_635	NZ_JACSMA010000001.1	602623	603915	1
K03413	DQYP01000077.1_7	DQYP01000077.1	7827	8189	1
K03412	JAJRZX010000023.1_4	JAJRZX010000023.1	2859	3917	-1
K03406	JAFQNG010000030.1_26	JAFQNG010000030.1	25155	27209	-1
K03413	NZ_JAGXBY010000002.1_669	NZ_JAGXBY010000002.1	624415	624777	-1
K03412	JAGUVT010000002.1_31	JAGUVT010000002.1	30438	31493	-1
K03406	LT599018.1_257	LT599018.1	314225	316636	1
K03413	NZ_MDSK01000013.1_84	NZ_MDSK01000013.1	94497	94889	-1
K03412	DXBL01000023.1_14	DXBL01000023.1	17259	18392	1
K03406	NZ_JADIKC010000013.1_29	NZ_JADIKC010000013.1	21797	23926	-1
K03413	DRJN01000107.1_8	DRJN01000107.1	7932	8318	-1
K03412	JAAYBB010000020.1_22	JAAYBB010000020.1	21267	22313	1
K03406	CAJUKA010000006.1_3	CAJUKA010000006.1	10834	12612	-1
K03413	NZ_JFBD01000071.1_12	NZ_JFBD01000071.1	8460	8822	-1
K03412	NZXG01000022.1_9	NZXG01000022.1	6088	7203	-1
K03406	NZ_APHR01000029.1_20	NZ_APHR01000029.1	18033	19226	-1
K03413	CACZBM010000037.1_3	CACZBM010000037.1	1189	1551	-1
K03412	SVFY01000005.1_63	SVFY01000005.1	75637	76707	1
K03406	NZ_JACHWM010000015.1_67	NZ_JACHWM010000015.1	69802	71511	1
K03413	CAJUPF010000003.1_59	CAJUPF010000003.1	60701	61063	-1
